TotRmsAbvGrd,OpenPorchSF,MasVnrArea,PoolArea,MiscVal,OverallQual,1stFlrSF,ScreenPorch,HalfBath,KitchenAbvGr,LotArea,GrLivArea,YearBuilt,2ndFlrSF,OverallCond,BsmtFinSF1,FullBath,Fireplaces,TotalBsmtSF,EnclosedPorch,LotFrontage,BsmtHalfBath,BsmtUnfSF,BsmtFinSF2,YrSold,LowQualFinSF,GarageYrBlt,MoSold,GarageCars,YearRemodAdd,BsmtFullBath,BedroomAbvGr,3SsnPorch,WoodDeckSF,GarageArea,LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MSSubClass_1,MSSubClass_2,MSSubClass_3,MSSubClass_4,MSZoning_1,MSZoning_2,MSZoning_3,Street_1,Alley_1,Alley_2,LandContour_1,LandContour_2,LotConfig_1,LotConfig_2,LotConfig_3,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Condition1_1,Condition1_2,Condition1_3,Condition1_4,Condition2_1,Condition2_2,Condition2_3,BldgType_1,BldgType_2,BldgType_3,HouseStyle_1,HouseStyle_2,HouseStyle_3,RoofStyle_1,RoofStyle_2,RoofStyle_3,RoofMatl_1,RoofMatl_2,RoofMatl_3,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrType_1,MasVnrType_2,MasVnrType_3,Foundation_1,Foundation_2,Foundation_3,Heating_1,Heating_2,Heating_3,CentralAir_1,Electrical_1,Electrical_2,Electrical_3,GarageType_1,GarageType_2,GarageType_3,MiscFeature_1,MiscFeature_2,MiscFeature_3,SaleType_1,SaleType_2,SaleType_3,SaleType_4,SaleCondition_1,SaleCondition_2,SaleCondition_3,SalePrice
4,0,0.0,0,600,5,779,0,0,1,9100,935,1930,0,6,0,1,0,742,0,50.0,0,742,0,2008,156,1988.0,8,1,1960,0,2,0,0,308,3,3,0,2,2,3,3,1,1,1,2,2,7,0,1,3,3,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,79500
6,45,0.0,0,0,7,770,0,1,1,8320,1582,2004,812,5,490,2,0,770,0,64.0,0,280,0,2008,0,2004.0,9,2,2004,0,3,0,0,520,3,3,0,3,2,4,3,1,6,1,4,3,7,0,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,185900
10,274,420.0,0,0,10,1728,0,1,1,13478,2296,2008,568,5,1338,2,1,1722,0,97.0,0,384,0,2009,0,2008.0,6,3,2008,1,3,0,382,842,2,3,0,4,2,5,3,4,6,1,4,4,7,4,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,451950
4,0,0.0,0,0,5,816,0,0,1,6600,816,1982,0,8,816,1,0,816,0,60.0,0,0,0,2008,0,1985.0,6,2,2003,1,2,0,0,816,3,3,0,2,3,3,4,1,6,1,4,2,7,0,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,138000
4,0,170.0,0,0,6,848,0,0,1,4435,848,2003,0,5,685,1,0,848,0,,0,163,0,2009,0,2003.0,5,2,2003,1,1,0,140,420,3,3,0,3,2,4,3,3,6,1,4,3,7,0,3,3,3,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,140000
5,0,0.0,0,0,5,924,0,0,1,7990,924,1975,0,6,0,1,0,924,0,88.0,0,924,0,2008,0,1981.0,4,1,1975,0,3,0,0,280,2,3,0,2,2,4,3,1,1,1,2,2,7,0,1,3,3,2,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,110000
7,75,238.0,0,0,8,1826,120,0,1,11302,1826,2005,0,5,1422,2,1,1814,0,69.0,0,392,0,2006,0,2005.0,8,3,2006,1,3,0,180,758,2,3,0,3,2,4,3,4,6,1,4,3,7,3,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,319000
7,158,0.0,0,0,6,684,0,0,1,3600,1368,1910,684,7,0,1,0,684,0,60.0,0,684,0,2006,0,1930.0,10,1,1993,0,3,0,0,216,3,3,0,2,2,3,3,1,1,1,4,2,7,0,1,3,2,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,114504
7,16,72.0,0,0,7,1402,0,2,1,3922,1402,2006,0,5,0,0,1,1258,0,53.0,2,1258,0,2007,0,2006.0,2,3,2007,0,2,0,120,648,3,3,0,3,2,5,3,3,1,1,4,3,7,4,3,3,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,194201
7,0,459.0,0,0,5,1647,0,0,1,12984,1647,1977,0,6,1283,2,1,1430,0,80.0,0,0,147,2006,0,1977.0,3,2,1977,1,3,0,0,621,3,3,0,2,2,4,3,2,5,2,4,3,7,3,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,217500
6,0,0.0,0,0,6,716,0,1,1,1950,1556,1980,840,6,81,2,1,716,0,24.0,0,23,612,2008,0,1980.0,7,2,1980,1,3,0,161,452,3,3,0,2,3,4,3,1,2,6,2,2,7,3,3,3,3,2,0,4,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,151000
8,60,280.0,0,0,8,1058,0,1,1,10927,1904,2005,846,5,546,2,1,1058,0,74.0,0,512,0,2006,0,2003.0,6,2,2005,1,3,0,179,736,3,3,0,3,2,4,3,3,6,1,4,4,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,275000
6,162,0.0,0,0,6,780,126,1,1,9000,1375,1937,595,6,0,1,1,780,0,50.0,0,780,0,2007,0,1979.0,12,1,1950,0,3,0,0,544,3,3,0,2,3,3,3,1,1,1,2,3,7,4,1,3,3,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,141000
8,150,0.0,0,0,8,927,0,1,1,10041,1915,1992,988,5,789,2,1,908,0,80.0,0,119,0,2006,0,1992.0,2,2,1992,1,3,0,120,506,2,3,0,3,2,4,3,2,6,1,4,3,7,3,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,220000
4,172,0.0,0,0,7,600,0,1,1,3182,1200,2004,600,5,0,2,0,600,0,30.0,0,600,0,2010,0,2004.0,6,2,2005,0,2,0,0,480,3,3,0,3,2,4,3,1,1,1,4,3,7,0,2,3,3,2,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,151000
6,36,99.0,0,0,7,1494,0,0,1,12803,1494,2002,0,5,922,2,1,1494,0,88.0,0,572,0,2008,0,2002.0,9,2,2002,1,3,0,192,530,2,3,0,3,2,4,3,2,6,1,4,3,7,3,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,221000
7,42,176.0,0,0,7,1186,189,1,1,13600,1986,1965,800,6,454,2,3,768,0,85.0,0,314,0,2009,0,1965.0,10,2,1990,0,3,0,0,486,3,3,0,2,2,3,3,1,4,1,2,2,7,2,1,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,205000
6,0,0.0,0,0,5,1040,0,0,1,12464,1040,1996,0,5,732,1,0,1040,0,82.0,0,308,0,2009,0,2000.0,11,2,1996,1,3,0,168,576,1,3,1,2,3,4,3,1,6,1,3,3,7,0,1,3,3,2,0,4,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,152000
8,0,0.0,0,0,5,1112,0,0,1,7800,2008,1948,896,8,603,3,0,896,0,78.0,0,293,0,2006,0,1948.0,8,1,2002,1,3,0,103,230,3,3,1,2,3,3,4,1,6,1,4,4,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,225000
10,0,0.0,0,0,8,1940,0,1,1,12168,3194,1934,1254,6,428,2,2,965,0,78.0,0,537,0,2007,0,1934.0,9,2,1998,0,4,0,0,380,3,3,1,2,2,4,3,2,4,1,2,2,7,4,1,3,3,2,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,359100
5,0,192.0,0,0,4,1029,0,0,1,7943,1029,1961,0,5,903,1,0,1029,39,61.0,0,126,0,2007,0,1961.0,4,1,1961,1,3,0,64,261,3,3,0,2,1,3,3,2,3,1,3,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,118500
8,142,204.0,0,0,9,1476,0,1,1,11050,2153,2000,677,5,904,2,2,1440,0,,0,536,0,2009,0,2000.0,5,3,2000,1,3,0,253,736,3,3,0,3,2,5,3,2,6,1,4,4,7,5,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,313000
6,0,233.0,0,500,6,1032,0,0,1,10395,1032,1978,0,6,605,2,1,1032,0,,1,427,0,2007,0,1978.0,7,2,1978,0,3,0,0,564,2,3,0,2,2,4,3,3,5,1,2,2,7,3,1,3,3,2,0,3,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,148000
7,122,108.0,0,0,8,1299,0,1,1,11885,1872,2001,573,5,990,2,1,1299,0,,0,309,0,2009,0,2001.0,11,2,2001,1,3,0,160,531,3,3,0,3,2,4,3,3,6,1,4,4,7,3,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,261500
6,30,0.0,0,0,5,1120,0,0,1,8402,1120,2007,0,5,206,1,0,1120,0,70.0,0,914,0,2007,0,,12,0,2007,0,3,0,0,0,3,3,0,2,2,4,3,1,5,1,4,2,7,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,147000
3,24,0.0,0,0,4,630,0,0,1,1491,630,1972,0,6,150,1,0,630,0,21.0,0,0,480,2010,0,,5,0,1972,1,1,0,96,0,3,3,0,2,2,4,3,3,2,6,4,2,7,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,75500
6,0,156.0,0,0,6,1054,0,0,1,8800,1054,1963,0,7,763,1,0,936,0,80.0,0,173,0,2010,0,1963.0,5,2,1963,1,3,0,120,480,3,3,0,2,3,3,3,4,6,1,4,3,7,0,2,3,3,2,0,3,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,137500
7,75,0.0,0,0,6,807,0,1,1,7861,1509,2002,702,5,457,2,1,783,0,,0,326,0,2006,0,2002.0,6,2,2003,1,3,0,100,393,2,3,0,3,2,4,3,1,6,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,183200
4,0,0.0,0,0,6,832,0,0,1,7227,832,1954,0,6,0,1,0,832,0,59.0,0,832,0,2008,0,1962.0,6,2,1954,0,2,0,0,528,3,3,1,2,2,3,3,1,1,1,3,3,7,0,1,3,3,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,105500
9,108,452.0,0,0,9,1828,260,0,1,11694,1828,2007,0,5,48,2,1,1822,0,90.0,0,1774,0,2007,0,2007.0,7,3,2007,0,3,0,0,774,3,3,0,4,2,5,3,3,6,1,4,3,7,4,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,314813
10,0,226.0,0,0,8,1482,0,1,1,12244,2262,2003,780,5,871,2,2,1482,0,85.0,0,611,0,2008,0,2003.0,8,3,2003,1,4,0,168,749,3,3,0,3,2,4,3,4,6,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,305000
5,0,0.0,0,0,3,864,0,0,1,8248,864,1914,0,3,41,1,0,864,100,45.0,0,823,0,2008,0,,9,0,1950,1,2,0,0,0,3,3,0,2,2,3,3,1,4,1,2,2,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,67000
9,243,0.0,0,0,6,1548,0,1,1,10800,2614,1974,1066,7,956,2,1,1522,0,90.0,0,384,182,2008,0,1974.0,6,2,1997,0,4,0,38,624,3,3,0,2,2,3,3,1,5,3,2,2,7,3,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,240000
6,0,153.0,0,0,5,980,0,0,1,7064,980,1977,0,6,560,1,0,980,0,71.0,0,420,0,2009,0,1986.0,7,2,1977,0,3,0,192,484,3,3,0,2,2,3,3,1,4,1,2,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,135000
4,32,513.0,0,0,6,756,0,1,1,2117,1512,2000,756,5,420,2,1,756,0,,0,336,0,2007,0,2000.0,6,2,2000,0,2,0,0,440,3,3,0,3,2,4,3,1,6,1,4,3,7,3,1,3,3,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,168500
8,0,288.0,0,0,6,1012,147,2,1,10400,1790,1972,778,5,247,1,1,732,0,80.0,0,485,0,2006,0,1972.0,11,2,1972,1,4,0,148,484,3,3,0,2,2,3,3,1,3,1,3,2,5,3,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,165150
5,0,261.0,0,0,6,1116,385,1,1,10000,1116,1962,0,6,0,1,0,1116,0,87.0,0,1116,0,2010,0,1962.0,2,2,1962,0,3,0,0,440,2,3,0,2,2,3,3,1,1,1,2,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,160000
6,0,0.0,0,600,5,1422,0,0,1,12342,1422,1960,0,5,0,1,1,978,36,,0,978,0,2007,0,1960.0,8,1,1978,0,3,0,0,286,2,3,0,2,2,3,3,1,1,1,2,2,6,3,2,3,3,2,0,2,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,139900
7,0,164.0,0,0,6,1520,0,0,1,9600,1520,1955,0,6,674,1,2,1156,189,80.0,0,350,132,2010,0,1955.0,3,1,1972,1,3,0,0,364,3,3,0,2,2,3,3,3,4,2,4,2,7,4,2,3,3,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,153000
9,0,192.0,0,0,5,1040,0,2,1,11606,2080,1969,1040,5,650,1,2,1040,0,70.0,1,390,0,2007,0,1969.0,9,2,1969,0,5,0,335,504,2,3,2,2,2,4,3,3,3,1,2,1,7,3,1,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,135000
6,0,259.0,0,0,6,1350,0,1,1,9020,1350,1964,0,5,624,1,0,1248,0,82.0,0,288,336,2008,0,1964.0,6,2,1964,1,3,0,176,520,3,3,0,2,2,3,3,4,6,3,2,2,7,0,2,3,3,2,0,4,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,168500
8,0,0.0,0,0,5,1089,0,0,1,9000,1750,1880,661,6,0,1,0,636,293,50.0,0,636,0,2006,0,1937.0,6,1,1991,0,3,0,0,240,3,3,0,2,2,2,2,1,1,1,2,4,7,0,1,2,1,0,0,3,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,124000
6,73,108.0,0,0,8,1554,0,0,1,4590,1554,2006,0,5,24,2,1,1554,0,34.0,0,1530,0,2007,0,2006.0,8,2,2006,0,2,0,156,627,3,3,0,3,2,4,4,2,6,1,4,3,7,4,2,3,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,209500
6,0,209.0,0,0,7,1411,0,0,1,11900,1411,1977,0,5,822,2,1,1386,0,85.0,0,564,0,2009,0,1977.0,4,2,1977,0,3,0,192,544,3,3,0,2,3,3,3,1,5,1,2,2,7,3,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,82500
6,0,0.0,0,0,5,1056,0,0,1,9250,1056,1954,0,7,480,1,0,1056,0,80.0,1,108,468,2007,0,1954.0,7,1,2005,0,3,0,390,260,3,3,0,2,2,3,3,1,4,2,2,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,139400
4,56,0.0,0,600,6,1056,0,0,2,6979,1056,1980,0,5,1056,0,0,1056,0,64.0,0,0,0,2010,0,1980.0,6,2,1980,2,0,0,264,576,3,3,0,2,2,3,3,1,6,1,3,2,7,0,1,3,3,2,0,4,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,144000
14,110,0.0,0,0,6,1440,0,0,2,10896,3395,1914,1440,7,256,2,0,1440,0,60.0,0,1184,0,2007,515,,3,0,1995,0,8,0,0,0,3,3,0,1,2,3,2,1,2,1,4,1,7,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,200000
